remain,374,残る,verb
win,377,勝つ,verb
involve,379,巻き込む,verb
reach,380,到着する,verb
create,386,創造する,verb
drive,387,運転する,verb
receive,396,受け取る,verb
require,402,必要とする,verb
wait,403,待つ,verb
appear,405,現れる,verb
add,414,加える,verb
pass,416,通る,verb
produce,417,生産する,verb
sell,418,売る,verb
agree,420,同意する,verb
cover,424,覆う,verb
design,441,設計する,verb
carry,446,運ぶ,verb
choose,447,選ぶ,verb
die,454,死ぬ,verb
bear,455,耐える,verb
cut,456,切る,verb
describe,457,描写する,verb
rise,462,上がる,verb
join,469,加わる,verb
please,471,喜ばせる,verb
eat,476,食べる,verb
draw,481,描く,verb
raise,486,上げる,verb
explain,489,説明する,verb
approach,495,接近する,verb
claim,501,主張する,verb
travel,503,旅行する,verb
enjoy,504,楽しむ,verb
improve,508,改善する,verb
regard,511,見なす,verb
act,515,行動する,verb
accord,522,一致する,verb
wish,524,願う,verb
wear,526,着る,verb
measure,532,測る,verb
kill,533,殺す,verb
serve,534,奉仕する,verb
teach,539,教える,verb
vote,548,投票する,verb
realize,554,悟る,verb
accept,561,受け入れる,verb
mention,564,言及する,verb
save,566,救う,verb
demand,570,要求する,verb
listen,573,聴く,verb
check,580,検査する,verb
complete,581,完成させる,verb
lie,582,嘘をつく,verb
pick,583,選ぶ,verb
reduce,584,減らす,verb
arrive,588,到着する,verb
exist,593,存在する,verb
fight,595,戦う,verb
prepare,604,準備する,verb
discuss,605,議論する,verb
finish,609,終える,verb
suppose,610,仮定する,verb
apply,611,適用する,verb
compare,614,比較する,verb
laugh,620,笑う,verb
manage,625,経営する,verb
attack,632,攻撃する,verb
surprise,634,驚かせる,verb
affect,639,影響を及ぼす,verb
drop,640,落とす,verb
relate,642,関連づける,verb
miss,645,逃す,verb
pause,649,休止する,verb
forget,651,忘れる,verb
worry,653,心配する,verb
drink,655,飲む,verb
represent,658,代表する,verb
contain,663,含む,verb
notice,664,気づくる,verb
wonder,665,不思議に思う,verb
paint,672,塗る,verb
press,674,押す,verb
respect,681,尊敬する,verb
catch,683,捕まえる,verb
attempt,686,試みる,verb
hit,695,打つ,verb
establish,696,設立する,verb
fit,700,合う,verb
determine,708,決定する,verb
fail,711,失敗する,verb
enter,717,入る,verb
occur,718,起こる,verb
depend,731,依存する,verb
recognize,733,認める,verb
gain,737,得る,verb
argue,740,議論する,verb
achieve,746,達成する,verb
prove,748,証明する,verb
introduce,772,紹介する,verb
marry,775,結婚する,verb
strike,776,打つ,verb
seek,778,探し求める,verb
release,786,解放する,verb
pull,799,引く,verb
treat,804,扱う,verb
identify,805,特定する,verb
shall,807,?だろう,verb
supply,814,供給する,verb
express,818,表現する,verb
indicate,819,示す,verb
attend,820,出席する,verb
organize,824,組織する,verb
sleep,827,眠る,verb
promise,829,約束する,verb
touch,834,触れる,verb
suffer,838,苦しむ,verb
clean,842,きれいにする,verb
tend,843,傾向がある,verb
fill,845,満たす,verb
avoid,851,避ける,verb
throw,853,投げる,verb
associate,857,関連づける,verb
refer,866,言及する,verb
push,868,押す,verb
assume,870,仮定する,verb
sing,873,歌う,verb
propose,877,提案する,verb
fly,881,飛ぶ,verb
search,889,探す,verb
separate,890,分離する,verb
guess,901,推測する,verb
protect,903,保護する,verb
encourage,912,励ます,verb
operate,915,操作する,verb
reflect,916,反射する,verb
imagine,924,想像する,verb
earn,926,稼ぐ,verb
define,930,定義する,verb
perform,935,行う,verb
maintain,943,維持する,verb
discover,946,発見する,verb
prefer,949,?を好む,verb
extend,950,延長する,verb
dance,959,踊る,verb
fix,973,修理する,verb
cross,975,横切る,verb
welcome,989,歓迎する,verb
smile,990,微笑む,verb
replace,994,取って代わる,verb
estimate,999,見積もる,verb
purchase,1002,購入する,verb
shoot,1003,撃つ,verb
announce,1004,発表する,verb
recommend,1007,勧める,verb
request,1011,要請する,verb
exchange,1015,交換する,verb
count,1022,数える,verb
prevent,1026,防ぐ,verb
invite,1028,招待する,verb
mix,1029,混ぜる,verb
admit,1034,認める,verb
beat,1035,打つ,verb
handle,1041,扱う,verb
ride,1050,乗る,verb
remove,1053,取り去る,verb
conduct,1054,行う,verb
deliver,1064,配達する,verb
collect,1069,集める,verb
inform,1070,知らせる,verb
appeal,1073,訴える,verb
trust,1075,信頼する,verb
flow,1079,流れる,verb
hang,1085,掛ける,verb
observe,1098,観察する,verb
print,1100,印刷する,verb
examine,1104,調査する,verb
lay,1105,置く,verb
reply,1108,返事をする,verb
display,1109,展示する,verb
transfer,1110,移す,verb
intend,1114,意図する,verb
respond,1116,返答する,verb
reveal,1124,明らかにする,verb
decline,1129,断る,verb
launch,1131,開始する,verb
warn,1132,警告する,verb
excite,1142,興奮させる,verb
guide,1146,案内する,verb
grant,1147,与える,verb
feed,1149,餌をやる,verb
ensure,1153,確実にする,verb
satisfy,1154,満足させる,verb
lift,1167,持ち上げる,verb
struggle,1171,奮闘する,verb
advertise,1172,宣伝する,verb
select,1173,選ぶ,verb
surround,1174,囲む,verb
roll,1180,転がる,verb
shift,1190,移る,verb
cook,1196,料理する,verb
spread,1197,広がる,verb
cry,1202,泣く,verb
confirm,1206,確認する,verb
refuse,1209,拒絶する,verb
transport,1210,輸送する,verb
emerge,1211,現れる,verb
survive,1218,生き残る,verb
solve,1221,解決する,verb
contribute,1238,貢献する,verb
adopt,1243,採用する,verb
combine,1244,結合させる,verb
waste,1246,浪費する,verb
hide,1247,隠す,verb
repeat,1253,繰り返す,verb
connect,1264,接続する,verb
arrange,1266,手配する,verb
demonstrate,1272,実演する,verb
appreciate,1274,感謝する,verb
burn,1280,燃える,verb
gather,1286,集める,verb
pop,1289,ポンと鳴る,verb
promote,1292,促進する,verb
employ,1294,雇う,verb
attract,1298,引きつける,verb
engage,1299,従事させる,verb
settle,1303,解決する,verb
delay,1310,遅らせる,verb
divide,1316,分ける,verb
expand,1321,拡大する,verb
commit,1322,犯す,verb
jump,1324,跳ぶ,verb
tire,1331,疲れさせる,verb
enable,1352,可能にする,verb
conclude,1355,結論を下す,verb
convince,1358,納得させる,verb
vary,1359,変わる,verb
blow,1363,吹く,verb
invest,1366,投資する,verb
proceed,1367,進む,verb
wash,1368,洗う,verb
monitor,1377,監視する,verb
hate,1380,憎む,verb
pack,1387,荷造りする,verb
recall,1388,思い出す,verb
swim,1391,泳ぐ,verb
manufacture,1392,製造する,verb
oppose,1406,反対する,verb
bind,1411,縛る,verb
belong,1412,属する,verb
taste,1413,味がする,verb
decrease,1420,減少する,verb
hurt,1421,傷つける,verb
generate,1426,生み出す,verb
deny,1429,否定する,verb
quote,1433,引用する,verb
climb,1434,登る,verb
ignore,1446,無視する,verb
destroy,1447,破壊する,verb
locate,1450,位置を特定する,verb
remind,1459,思い出させる,verb
switch,1463,切り替える,verb
acquire,1464,取得する,verb
participate,1468,参加する,verb
shake,1474,振る,verb
ought,1477,?すべきである,verb
escape,1482,逃げる,verb
relax,1485,くつろぐ,verb
afford,1488,?する余裕がある,verb
suspect,1490,疑う,verb
complain,1495,不平を言う,verb
arrest,1498,逮捕する,verb
assess,1499,評価する,verb
register,1500,登録する,verb
explore,1505,探検する,verb
wake,1508,目覚める,verb
hire,1514,雇う,verb
tie,1516,結ぶ,verb
threaten,1521,脅かす,verb
amaze,1524,驚かせる,verb
investigate,1533,調査する,verb
concentrate,1541,集中する,verb
export,1543,輸出する,verb
consist,1547,成る,verb
graduate,1548,卒業する,verb
insist,1551,主張する,verb
predict,1561,予測する,verb
wed,1565,結婚する,verb
guarantee,1570,保証する,verb
approve,1575,承認する,verb
elect,1578,選出する,verb
rely,1584,頼る,verb
succeed,1586,成功する,verb
permit,1589,許可する,verb
lock,1604,鍵をかける,verb
celebrate,1608,祝う,verb
import,1613,輸入する,verb
cast,1618,投げる,verb
blame,1627,責める,verb
arise,1629,生じる,verb
recover,1631,回復する,verb
stretch,1633,伸ばす,verb
declare,1634,宣言する,verb
retire,1635,退職する,verb
analyze,1641,分析する,verb
capture,1658,捕らえる,verb
disappear,1665,消える,verb
shout,1666,叫ぶ,verb
compete,1683,競争する,verb
reserve,1688,予約する,verb
bore,1690,退屈させる,verb
rush,1699,急ぐ,verb
reject,1703,拒絶する,verb
ban,1706,禁止する,verb
steal,1707,盗む,verb
protest,1708,抗議する,verb
command,1714,命令する,verb
impose,1723,課す,verb
kick,1730,蹴る,verb
yield,1733,産出する,verb
implement,1740,実施する,verb
attach,1742,取り付ける,verb
advise,1745,忠告する,verb
acknowledge,1747,認める,verb
accuse,1755,非難する,verb
construct,1759,建設する,verb
remark,1760,述べる,verb
expose,1773,さらす,verb
shut,1775,閉める,verb
resolve,1777,解決する,verb
pursue,1784,追跡する,verb
appoint,1788,任命する,verb
smell,1791,においがする,verb
communicate,1800,伝える,verb
slip,1810,滑る,verb
accompany,1811,同行する,verb
knock,1814,ノックする,verb
illustrate,1817,説明する,verb
imply,1818,暗示する,verb
qualify,1823,資格を与える,verb
emphasize,1840,強調する,verb
bother,1844,悩ませる,verb
complicate,1851,複雑にする,verb
disappoint,1853,失望させる,verb
freeze,1856,凍る,verb
crash,1867,衝突する,verb
deserve,1872,?に値する,verb
defend,1874,守る,verb
repair,1878,修理する,verb
collapse,1879,崩壊する,verb
borrow,1880,借りる,verb
defeat,1886,敗北させる,verb
enhance,1889,高める,verb
distinguish,1893,区別する,verb
slide,1897,滑る,verb
cope,1901,対処する,verb
highlight,1904,強調する,verb
encounter,1912,遭遇する,verb
breathe,1914,呼吸する,verb
confuse,1919,混乱させる,verb
install,1924,設置する,verb
calculate,1925,計算する,verb
occupy,1930,占める,verb
update,1933,更新する,verb
preserve,1935,保存する,verb
split,1936,割る,verb
swing,1937,揺れる,verb
integrate,1955,統合する,verb
bet,1958,賭ける,verb
retain,1959,保持する,verb
abandon,1965,捨てる,verb
delight,1971,喜ばせる,verb
spell,1972,綴る,verb
lean,1974,傾く,verb
differ,1976,異なる,verb
distribute,1980,配布する,verb
derive,1982,引き出す,verb
educate,1993,教育する,verb
exhibit,1996,展示する,verb
hunt,1998,狩る,verb
negotiate,2002,交渉する,verb
dominate,2003,支配する,verb
upset,2025,狼狽させる,verb
undertake,2036,引き受ける,verb
restrict,2046,制限する,verb
owe,2053,借りている,verb
pitch,2057,投げる,verb
assure,2064,保証する,verb
submit,2070,提出する,verb
isolate,2080,孤立させる,verb
eliminate,2082,除去する,verb
recruit,2087,採用する,verb
exclude,2088,除外する,verb
persuade,2091,説得する,verb
inspire,2092,鼓舞する,verb
assist,2099,助ける,verb
restore,2100,修復する,verb
alter,2102,変える,verb
perceive,2103,知覚する,verb
stare,2106,じっと見る,verb
convert,2110,変える,verb
sail,2116,航海する,verb
devote,2120,捧げる,verb
justify,2122,正当化する,verb
fascinate,2124,魅了する,verb
underlie,2130,基礎となる,verb
incorporate,2134,組み入れる,verb
pour,2135,注ぐ,verb
sweep,2136,掃く,verb
evaluate,2139,評価する,verb
scare,2156,怖がらせる,verb
scream,2162,叫ぶ,verb
withdraw,2163,引き出す,verb
transform,2174,変える,verb
wound,2175,傷つける,verb
frighten,2196,怖がらせる,verb
bid,2197,入札する,verb
breed,2198,繁殖させる,verb
reverse,2203,逆にする,verb
pose,2207,姿勢をとる,verb
adjust,2208,調整する,verb
overcome,2222,克服する,verb
interpret,2232,解釈する,verb
consult,2237,相談する,verb
strip,2240,剥ぐ,verb
impress,2243,感銘を与える,verb
behave,2248,振る舞う,verb
broadcast,2260,放送する,verb
bend,2268,曲げる,verb
disturb,2272,妨げる,verb
sustain,2273,維持する,verb
cite,2277,引用する,verb
criticize,2296,批判する,verb
tap,2297,軽く叩く,verb
apologize,2301,謝る,verb
grab,2303,掴む,verb
entitle,2304,資格を与える,verb
lend,2305,貸す,verb
translate,2310,翻訳する,verb
edit,2311,編集する,verb
deposit,2313,預ける,verb
advocate,2316,提唱する,verb
characterize,2325,特徴づける,verb
specify,2326,指定する,verb
spin,2328,回転する,verb
dig,2331,掘る,verb
drag,2332,引きずる,verb
mount,2333,登る,verb
wrap,2334,包む,verb
anticipate,2335,予期する,verb
specialize,2337,専門とする,verb
detect,2345,検出する,verb
admire,2347,感心する,verb
constitute,2357,構成する,verb
adapt,2372,適応させる,verb
react,2377,反応する,verb
rescue,2381,救助する,verb
cancel,2390,中止する,verb
regret,2391,後悔する,verb
dismiss,2392,解雇する,verb
resist,2396,抵抗する,verb
correspond,2399,一致する,verb
dare,2401,あえて?する,verb
rid,2403,取り除く,verb
ruin,2405,台無しにする,verb
bury,2406,埋める,verb
possess,2413,所有する,verb
float,2416,浮く,verb
depress,2434,意気消沈させる,verb
burst,2436,破裂する,verb
motivate,2441,動機づける,verb
fulfill,2447,果たす,verb
dedicate,2449,捧げる,verb
march,2453,行進する,verb
compromise,2455,妥協する,verb
accomplish,2456,成し遂げる,verb
glance,2460,ちらりと見る,verb
embarrass,2464,当惑させる,verb
govern,2471,統治する,verb
embrace,2472,抱きしめる,verb
praise,2473,褒める,verb
weigh,2481,重さを量る,verb
modify,2484,修正する,verb
entertain,2491,楽しませる,verb
assign,2493,割り当てる,verb
injure,2496,傷つける,verb
twist,2500,ひねる,verb
disagree,2503,意見が合わない,verb
tackle,2506,取り組む,verb
exceed,2508,超える,verb
click,2514,クリックする,verb
chat,2534,おしゃべり,verb
evolve,2536,進化する,verb
boost,2539,高める,verb
strengthen,2552,強くする,verb
fold,2555,折る,verb
undergo,2557,経験する,verb
pretend,2560,?のふりをする,verb
allege,2562,主張する,verb
resign,2566,辞職する,verb
neglect,2578,無視する,verb
compose,2579,構成する,verb
regulate,2584,規制する,verb
whisper,2595,ささやく,verb
bless,2601,祝福する,verb
scan,2611,スキャンする,verb
greet,2614,挨拶する,verb
stimulate,2621,刺激する,verb
invent,2627,発明する,verb
hesitate,2631,ためらう,verb
shine,2632,輝く,verb
pray,2639,祈る,verb
extract,2647,抽出する,verb
consume,2659,消費する,verb
bite,2663,噛む,verb
exhaust,2669,使い果たす,verb
hurry,2683,急ぐ,verb
revise,2688,改訂する,verb
reckon,2701,計算する,verb
chase,2706,追跡する,verb
substitute,2715,代用する,verb
supplement,2716,補充する,verb
situate,2728,置く,verb
summarize,2729,要約する,verb
leap,2730,跳ぶ,verb
snap,2731,パチンと鳴らす,verb
swear,2735,誓う,verb
comprise,2739,構成される,verb
stir,2740,かき混ぜる,verb
sigh,2742,ため息をつく,verb
slice,2746,薄く切る,verb
wander,2747,歩き回る,verb
suspend,2754,吊るす,verb
unite,2767,結合する,verb
compute,2769,計算する,verb
wipe,2770,拭く,verb
gaze,2772,見つめる,verb
fade,2773,色あせる,verb
grin,2797,にっこり笑う,verb
insure,2805,保険をかける,verb
found,2807,設立する,verb
it,9,それ,pronoun
you,10,あなた,pronoun
he,11,彼,pronoun
they,13,彼らは,pronoun
we,16,私たちは,pronoun
I,20,私,pronoun
she,24,彼女,pronoun
which,39,どちら,pronoun
who,44,誰,pronoun
what,51,何,pronoun
something,138,何か,pronoun
anything,318,何か,pronoun
nothing,336,何もない,pronoun
everything,422,すべてのこと,pronoun
someone,439,誰か,pronoun
himself,458,彼自身,pronoun
themselves,480,彼ら自身,pronoun
itself,538,それ自身,pronoun
everyone,650,誰でも,pronoun
myself,669,私自身,pronoun
whatever,675,何でも,pronoun
anyone,754,誰でも,pronoun
yourself,813,あなた自身,pronoun
everybody,933,誰でも,pronoun
mine,937,私のもの,pronoun
somebody,983,誰か,pronoun
herself,996,彼女自身,pronoun
none,1014,どれも?ない,pronoun
nobody,1103,誰も?ない,pronoun
anybody,1431,誰か,pronoun
ourselves,1615,私たち自身,pronoun
of,4,?の,preposition
to,5,?へ,preposition
in,7,?の中に,preposition
for,12,?のために,preposition
on,17,?の上に,preposition
with,18,?と一緒に,preposition
as,22,?として,preposition
at,23,?で,preposition
from,26,?から,preposition
by,27,?によって,preposition
like,45,?のような,preposition
into,73,?の中へ,preposition
over,82,?を越えて,preposition
after,84,?の後で,preposition
before,106,?の前に,preposition
through,108,?を通して,preposition
between,116,?の間に,preposition
during,182,?の間に,preposition
since,191,?以来,preposition
under,193,?の下に,preposition
without,212,?なしで,preposition
against,224,?に反対して,preposition
until,255,?まで,preposition
within,285,?以内に,preposition
per,373,?につき,preposition
among,376,?の間に,preposition
across,383,?を横切って,preposition
along,388,?に沿って,preposition
toward,406,?の方へ,preposition
above,440,?の上に,preposition
behind,492,後ろに,preposition
upon,579,?の上に,preposition
inside,660,内側に,preposition
below,761,?より下に,preposition
despite,771,?にもかかわらず,preposition
beyond,826,?を越えて,preposition
except,841,?を除いて,preposition
throughout,897,?の至る所に,preposition
plus,1256,プラス,preposition
onto,1404,?の上へ,preposition
till,1571,?まで,preposition
besides,1725,?に加えて,preposition
via,1734,?経由で,preposition
unlike,1737,?と違って,preposition
beside,2115,?のそばに,preposition
beneath,2394,?の下に,preposition
versus,2482,?に対して,preposition
alongside,2766,?と並んで,preposition
will,28,意志,noun
can,38,缶,noun
time,49,時間,noun
people,57,人々,noun
year,58,年,noun
way,80,道,noun
day,85,日,noun
thing,87,物,noun
child,102,子供,noun
company,107,会社,noun
life,111,命,noun
man,112,男,noun
place,114,場所,noun
problem,120,問題,noun
lot,123,たくさん,noun
number,127,数,noun
part,130,部分,noun
point,131,点,noun
interest,142,興味,noun
country,143,国,noun
school,146,学校,noun
end,152,終わり,noun
world,156,世界,noun
week,157,週,noun
home,161,家,noun
course,164,課程,noun
house,165,家,noun
group,167,集団,noun
case,168,場合,noun
woman,169,女性,noun
book,171,本,noun
family,172,家族,noun
system,179,体系,noun
question,181,質問,noun
hand,198,手,noun
state,199,状態,noun
money,201,金,noun
fact,202,事実,noun
area,204,地域,noun
name,206,名前,noun
friend,208,友達,noun
month,209,月,noun
business,211,仕事,noun
information,213,情報,noun
order,215,命令,noun
government,216,政府,noun
word,217,単語,noun
issue,218,問題,noun
market,219,市場,noun
service,223,奉仕,noun
job,231,仕事,noun
plan,232,計画,noun
result,233,結果,noun
example,235,例,noun
program,240,番組,noun
hour,247,時間,noun
student,248,学生,noun
face,249,顔,noun
hope,250,希望,noun
idea,251,考え,noun
cost,252,費用,noun
room,254,部屋,noun
reason,256,理由,noun
form,257,形,noun
head,259,頭,noun
car,260,車,noun
level,262,水準,noun
person,263,人,noun
experience,264,経験,noun
member,266,会員,noun
city,269,都市,noun
night,270,夜,noun
line,274,線,noun
side,276,側,noun
term,280,期間,noun
age,282,年齢,noun
process,286,過程,noun
train,289,列車,noun
view,293,景色,noun
price,296,価格,noun
parent,297,親,noun
party,299,政党,noun
concern,303,心配,noun
product,304,製品,noun
story,306,物語,noun
rate,312,割合,noun
care,313,世話,noun
effect,315,効果,noun
sort,316,種類,noun
cause,319,原因,noun
water,322,水,noun
base,327,土台,noun
past,330,過去,noun
power,331,力,noun
test,332,試験,noun
center,334,中心,noun
mother,338,母,noun
matter,340,問題,noun
mind,341,心,noun
value,342,価値,noun
office,343,事務所,noun
record,344,記録,noun
force,346,力,noun
bit,352,少し,noun
answer,355,答え,noun
figure,357,数字,noun
letter,358,手紙,noun
language,360,言語,noun
subject,361,主題,noun
class,362,授業,noun
development,363,発達,noun
town,364,町,noun
half,365,半分,noun
minute,366,分,noun
food,367,食べ物,noun
future,370,未来,noun
top,375,頂上,noun
color,378,色,noun
period,382,期間,noun
note,384,メモ,noun
history,385,歴史,noun
type,389,型,noun
sound,390,音,noun
eye,391,目,noun
music,392,音楽,noun
game,393,ゲーム,noun
moment,397,瞬間,noun
sale,398,販売,noun
policy,399,政策,noun
body,401,体,noun
team,407,チーム,noun
sense,412,感覚,noun
rule,415,規則,noun
law,421,法律,noun
research,423,研究,noun
paper,425,紙,noun
position,426,位置,noun
computer,429,コンピューター,noun
situation,430,状況,noun
staff,431,職員,noun
activity,432,活動,noun
film,433,映画,noun
morning,434,朝,noun
war,435,戦争,noun
account,436,口座、説明,noun
shop,437,店,noun
event,442,行事,noun
condition,445,条件,noun
father,448,父,noun
decision,449,決定,noun
table,450,机,noun
girl,463,女の子,noun
community,465,共同体,noun
role,468,役割,noun
detail,472,詳細,noun
difference,473,違い,noun
action,474,動作,noun
health,475,健康,noun
step,477,一歩,noun
phone,479,電話,noun
date,483,日付,noun
practice,484,練習,noun
model,485,模型,noun
customer,487,顧客,noun
front,488,前部,noun
door,490,ドア,noun
site,494,場所,noun
teacher,496,教師,noun
land,497,土地,noun
charge,498,料金,noun
sign,500,記号,noun
relationship,502,関係,noun
death,505,死,noun
amount,507,量,noun
picture,509,写真,noun
boy,510,男の子,noun
organization,512,組織,noun
couple,514,一対,noun
range,516,範囲,noun
quality,517,質,noun
project,518,計画,noun
opportunity,520,機会,noun
road,521,道路,noun
list,523,一覧,noun
fund,527,資金,noun
rest,528,休憩,noun
kid,529,子供,noun
industry,530,産業,noun
education,531,教育,noun
field,540,分野,noun
security,541,警備,noun
air,542,空気,noun
benefit,543,利益,noun
trade,544,貿易,noun
risk,545,危険,noun
news,546,ニュース,noun
standard,547,標準,noun
percent,549,パーセント,noun
focus,550,焦点,noun
stage,551,舞台,noun
space,552,空間,noun
data,556,データ,noun
address,558,住所,noun
performance,559,遂行,noun
chance,560,機会,noun
society,562,社会,noun
technology,563,科学技術,noun
choice,565,選択,noun
culture,568,文化,noun
material,571,材料,noun
limit,572,制限,noun
foot,576,足,noun
effort,577,努力,noun
attention,578,注意,noun
ground,586,地面,noun
animal,587,動物,noun
century,591,世紀,noun
evidence,592,証拠,noun
leader,596,指導者,noun
street,598,通り,noun
contact,600,接触,noun
wife,602,妻,noun
sport,603,スポーツ,noun
response,606,応答,noun
voice,607,声,noun
piece,608,断片,noun
president,612,大統領,noun
fire,613,火,noun
court,615,裁判所,noun
police,616,警察,noun
store,617,店,noun
knowledge,619,知識,noun
arm,621,腕,noun
heart,622,心臓,noun
source,623,源,noun
employee,624,従業員,noun
bank,627,銀行,noun
firm,628,会社,noun
cell,629,細胞,noun
article,630,記事,noun
feature,635,特徴,noun
factor,636,要因,noun
art,646,芸術,noun
campaign,647,運動,noun
page,652,ページ,noun
summer,654,夏,noun
opinion,656,意見,noun
park,657,公園,noun
key,659,鍵,noun
manager,661,経営者,noun
nature,666,自然,noun
structure,667,構造,noun
section,668,部分,noun
plant,671,植物,noun
worker,673,労働者,noun
region,677,地域,noun
growth,678,成長,noun
evening,679,晩,noun
influence,680,影響,noun
skill,685,技能,noun
son,687,息子,noun
medium,689,中間,noun
stock,691,在庫,noun
management,692,経営,noun
character,693,性格,noun
bed,694,ベッド,noun
economy,699,経済,noun
guy,701,男,noun
function,702,機能,noun
image,704,画像,noun
size,705,大きさ,noun
behavior,706,振る舞い,noun
addition,707,追加,noun
station,709,駅,noun
population,710,人口,noun
environment,712,環境,noun
production,713,生産,noun
contract,714,契約,noun
player,715,選手,noun
comment,716,コメント,noun
drug,721,薬,noun
wall,722,壁,noun
series,723,一連,noun
success,725,成功,noun
director,727,指導者,noun
lack,729,不足,noun
review,730,再検討,noun
race,732,競争,noun
window,734,窓,noun
purpose,735,目的,noun
department,736,部門,noun
tree,738,木,noun
college,739,大学,noun
board,741,板,noun
holiday,742,休日,noun
mark,743,印,noun
church,744,教会,noun
machine,745,機械,noun
item,747,項目,noun
cent,749,セント,noun
season,750,季節,noun
floor,751,床,noun
stuff,752,材料,noun
method,755,方法,noun
analysis,756,分析,noun
election,757,選挙,noun
hotel,759,ホテル,noun
club,760,クラブ,noun
movie,762,映画,noun
doctor,763,医者,noun
discussion,764,議論,noun
challenge,766,挑戦,noun
nation,767,国家,noun
statement,769,声明,noun
link,770,関連,noun
advantage,773,利点,noun
mile,777,マイル,noun
ability,779,能力,noun
unit,780,単位,noun
card,781,カード,noun
hospital,782,病院,noun
interview,784,面接,noun
agreement,785,合意,noun
tax,787,税金,noun
solution,788,解決策,noun
capital,789,首都,noun
fear,793,恐怖,noun
aim,794,目的,noun
television,795,テレビ,noun
target,797,的,noun
degree,798,度,noun
husband,801,夫,noun
access,802,接近,noun
movement,803,動き,noun
loss,806,紛失,noun
pressure,809,圧力,noun
bus,810,バス,noun
treatment,811,治療,noun
conference,812,会議,noun
village,815,村,noun
brother,821,兄,noun
investment,822,投資,noun
score,823,得点,noun
trip,825,旅行,noun
fish,828,魚,noun
energy,831,エネルギー,noun
trouble,832,悩み,noun
relation,833,関係,noun
file,835,ファイル,noun
bar,837,棒,noun
strategy,839,戦略,noun
advance,844,進歩,noun
star,846,星,noun
network,847,ネットワーク,noun
operation,849,操作,noun
match,850,試合,noun
seat,852,座席,noun
task,854,仕事,noun
goal,856,目標,noun
option,860,選択肢,noun
box,861,箱,noun
message,863,伝言,noun
instance,864,例,noun
style,865,形式,noun
quarter,869,4分の1,noun
baby,871,赤ちゃん,noun
doubt,874,疑い,noun
competition,875,競争,noun
theory,876,理論,noun
reference,878,言及,noun
argument,879,議論,noun
adult,880,大人,noun
document,882,文書,noun
pattern,883,模様,noun
application,884,応用、申し込み,noun
bill,888,請求書,noun
career,892,キャリア,noun
speech,894,演説,noun
dog,895,犬,noun
officer,896,将校,noun
oil,898,油,noun
dress,899,ドレス,noun
profit,900,利益,noun
fun,902,楽しみ,noun
resource,904,資源,noun
science,905,科学,noun
disease,906,病気,noun
balance,907,均衡,noun
damage,908,損害,noun
basis,909,基礎,noun
author,910,著者,noun
hair,913,髪,noun
exercise,917,運動,noun
restaurant,919,レストラン,noun
income,920,収入,noun
property,921,財産,noun
daughter,927,娘,noun
post,928,郵便,noun
newspaper,929,新聞,noun
conclusion,931,結論,noun
clock,932,時計,noun
